"author" "date" "body"
"513" "sunnyone" 2013-05-21 " briar  i thought that initially but then again why should she want to help tyrion in her eyes hes a monster just as much as joffrey i suppose also that if she clocks that shae is banging stuff about and being short with tyrion she will assume its just shae being on her side shes very unaware of nuances and whats going on around her which is not me saying i hate sansa id just like to see a glimmer of spirit and intelligence still i suppose her not crouching was her showing some spirit "
"514" "RedCat21" 2013-05-21 " moreisless  jon snow killed a wight while sam killed a white walker they are two different things wights are basically zombies and can be killed with fire white walkers are legendarygodlike beings who can only be killed as far as we know by osbidian weapons but yes your point about the nights watch needing truck loads of osbidian glass is spot on "
"515" "pdmalcolm" 2013-05-21 " thenorthremembers  and was he aware that was going to happen "
"516" "nickc909" 2013-05-21 " thenorthremembers alternatively he may actually believe the ugly rumours he knows he may be a monster but hes not stupid "
"517" "Drgonzo123" 2013-05-21 " dany seems to be on the up since the death of her husband and son could she pick herself up again if something bad was to happen death of a dragon defeat in battle etc she’s been having it all her own way since she emerged from the fire id fear for her mental state if everything doesnt do to plan "
"518" "Moreisless" 2013-05-21 " ninnyhammer  i agree with you the choices that stannis made just seem at odds with his character1joffrey makes sense2balon is irrelevant in the scheme of things regarding the iron throne3robb is the worse choicesince stannis cannot defeat the lannisterstyrells without the starks if he sends davos to robb to come to an arrangement whereby the north supports stanniss legitimate claim and robb renounces his title as king of the north "
"519" "nickc909" 2013-05-21 " kieranaran  dragon cgi costs  "
"520" "TheNorthRemembers" 2013-05-21 " sunnyone  they werent crows they were ravens so not a murder of crows after all maybe they were a feast of ravens "
"521" "Casimer" 2013-05-21 " casimer  some "
"522" "Casimer" 2013-05-21 " so sam grows so balls just as it appears theon has lost his although we didnt find out this week no dragon slayer either and two weeks until we get answers – good got "
"523" "RedCat21" 2013-05-21 " drewv  i agree all this walking around is boring he could just email jon on the wall from branwinterfellcowesto jonsnowthewallorgwes dear jon youll never believe what happened at winterfell theon came killed everyone burnt the place down and then left im now homeless lol anyway popping over to the wall for a chat tried to book a plane ticket online but its all fully booked  also i invited some mates round hope you dont mind yolobran having said that theres probably no wifi outside of winterfell "
"524" "Briar" 2013-05-21 " nickc909  true  but is sansa really such a piece of wood in the novels i mean she couldnt think of crouching so tyrion could throw his cloak over her shoulders for herself brilliant way to thwart joffrey but instead she plays along with his petty piece of nasty bullying good grief "
"525" "TheNorthRemembers" 2013-05-21 " ninnyhammer  i cannot understand why stannis will want robb dead yes your case is quite convincing why would stannis want robb dead when his father supported stannis as the rightful heir to robert i suppose robb claiming the kingdom of the north is a bit like alex salmond claiming independence for scotland england objects because it sees the united kingdom as its own remit in this situation robb became a king where his father did not because joffrey beheaded his father is that right so stannis maybe thinks that robb should just have joined his forces not claimed a kingship im just wondering what communications took place between robb and stannis earlier on i know that catelyn met with stannis and renly on robbs behalf but she seemed more in renlys camp for some reason  did cat know what ned had discovered about the lannister incest and that the next in succession should be stannis "
"526" "duckypoos" 2013-05-21 " nickc909  sansa is a bit of a wet lettuce but miss turner also was a teeny bit wooden with her lettuceness last night however all has been forgiven she has redeemed herself and all previous woodenly delivered lined have been forgotten blasted away by two scenes of top drawer acting "
"527" "Kworned" 2013-05-21 " this comment was removed by a moderator because it didnt abide by our community standards replies may also be deleted for more detail see our faqs "
"528" "Drewv" 2013-05-21 " grace burns  theres 140 characters and theres always something bad happening such as the occasional flame war "
"529" "TheNorthRemembers" 2013-05-21 " pdmalcolm  perhaps stannis would see spies assasinations and other such subterfuge as being dishonourable and not the right thing  but stannis via melisandre and her black shadow creature bumped off his brother renly "
"530" "ntofr1" 2013-05-21 " ninnyhammer  if melisandre knows about dany she may have reasons for not wanting her dead "
"531" "Clariana" 2013-05-21 " thenorthremembers  yeah but knowing that your dad did it "
"532" "MZorin" 2013-05-21 " moreisless in series 2 jon snow killed a white walker by fire in the lord commanders tower so unless a the knights watch find about 20000 swordsdaggers and arrows made of obsidian they have now way of defeating an army of wights depends on how rare obsidian is in the got universe to me it looks like a type of stone so maybe its fairly common "
"533" "Bluedylan" 2013-05-21 " kworned  not read them either but i guess those leaches are somewhat foreboding so i would agree that seems potentially significant melissandres and the lord of light have already pulled off some crazy stuff so its entirely possible "
"534" "Pohjantuuli" 2013-05-21 " thenorthremembers  i have the impression that lannisters are the most arrogantly house proud of all the families as they all keep on referring to the widely known sayings about house lannister or throwing their weight around relying on tywins reputation as rich formidable or unforgiving opponent joffrey being the despicable runt that he is surely thinks of being a baratheon only as the means to being a king  for the rest he thinks of himself as lannister "
"535" "TheNorthRemembers" 2013-05-21 " sunnyone  the fall is bloody good isnt it its a toss up on monday night which i watch first that or got but i still record them both so i can watch again ditto i think the fall is an interesting supercreepy drama series that avoids stating the obvious so much though it inevitably lacks credibility not like got of course i cant comment more as people that may not have seen it might want to watch but apparently its meant to emulate the danish the killing approach but without subtitles "
"536" "nickc909" 2013-05-21 " theres been a fair bit of discussion here about sophie turners acting i think most of the criticism well mine anyway is a frustration at the character being clueless and saying very naive things as dustin hoffman said in an interview i heard him give actors cannot give bad performances just receive poor direction sophie turner is just doing her job following the script and direction "
"537" "ntofr1" 2013-05-21 " ciwstudent  if i was martin i would demand my weird hair does well at least until people tuned out because the characters looked too mental "
"538" "TheNorthRemembers" 2013-05-21 " anonnyscouse  i dont expect to see theon again this season im expecting that the final episode will give us a brief update on theon his sister yara and their father balon just to maintain momentum "
"539" "Clariana" 2013-05-21 " pdmalcolm  yeah im kind of interested loved themed t shirts "
"540" "TheNorthRemembers" 2013-05-21 " jennifera30  tyrion is a bit of dragon fan boy as well isnt he he is but that comment might be spoilerish so nuff said "
"541" "ntofr1" 2013-05-21 " ninnyhammer  seemed to me they were the dangerous friends of yunkai we heard of last episode a couple of captain heads later leads me to think the 2ndss are danys beyond a doubt "
"542" "nickc909" 2013-05-21 " ciwstudent however he killed one person renly how many people yould have died had the battle gone ahead i didnt see that as being the primary concern of stannis i thought he used the red womans methods as a way of increasing his armies with renlys troops without reducing his existing forces i dont think stannis has any concerns about the casualties of war "
"543" "TheNorthRemembers" 2013-05-21 " singist  i want the hound to be my boyfriend you may be too late singist did you note that arya had her arm around him  whilst on horseback admittedly "
"544" "TheNorthRemembers" 2013-05-21 " clariana  cersei  her childhood watching the raynes bodies slowly decompose on the battlements of casterley rock yes that was great  but surely just part of any normal westeros childhood where public beheadings incarcerations homicidal tournaments rapes flayings and grumkins are commonplace  "
"545" "DiddleyDum" 2013-05-21 " tehomet  one of the aspects which the tv series has not yet brought out although it has been hinted at is the importance of the religions on westeros the red godvoice in the fire is the most dramatic and is front and centre for the current narrative especially thoros and melissandre however the godswood trees and the seven are an important part of grrms world  note for example that the families of claimants to the throne follow different religions "
"546" "Dougal" 2013-05-21 " deletethispost  never mind everything nice thats a nasty case of thrush just waiting to happen "
"547" "pdmalcolm" 2013-05-21 " clariana  to be fair one of the major spoiler ones in there took me about 5 minutes to get so i think theyre opaque enough i think theyll be doing some brisk trade in a couple of weeks "
"548" "Moreisless" 2013-05-21 " i really enjoyed last nights episode but i am a bit surprised at the stick that sam is getting here for not picking up the obsidian daggerin series 2 jon snow killed a white walker by fire in the lord commanders tower so unless a the knights watch find about 20000 swordsdaggers and arrows made of obsidian they have now way of defeating an army of wightsanother point worth making is that all of danys enemies seem to overlook the fact that her her comes from her dragons the yunkai logically sholud have paid the 2nd sons to kill the dragons while they are relatively small and vulnerable rather than kill danyif last nights wedding was a hoot imagine the fun at the next 3 weddingslorascerseiedmurenameless frey girl and joffreymargaery "
"549" "Clariana" 2013-05-21 " pdmalcolm  brilliant tees but some of them do contain graphic spoilers "
"550" "RedCat21" 2013-05-21 " ninnyhammer  because stannis doesnt do aubtelty or half measures in his eyes he is king of the whole of westeros chosen one from the lord of light anyone else who claims the throne or claims to be king is an usurper even if its only king in the north stannis chopped off two fingers from his best mate who had just saved his life because he used to be a smuggler robb in his eyes is guilty of treason "
"551" "Kworned" 2013-05-21 " bluedylan  does it have something to do with the leaches i have not read the books "
"552" "Dougal" 2013-05-21 " anonnyscouse  mero also said that whoever picks the braavosi coin is to kill dany i just took ‘valar morghulis’ here to be daario’s acknowledgment of picking that coin in the books hes has a purple beard and hairdo but the showrunners must have thought that this would be a distraction for similar reasons to creating a ‘normallooking’ locke rather than a slobbering zebrariding sellsword captain alas… "
"553" "SarahHughes" 2013-05-21 " sunnyone  yes and i think it was deliberate also that reminds me of one of my other favourite lines from this episode you have a very long neck  it was the way dinklage delivered it "
"554" "SarahHughes" 2013-05-21 " mgarand2k13  i didnt know that  ive always wondered about the difference i did think are they ravens or crows but i always associate crows with carrion and dead bodies so i went with crows "
"555" "Clariana" 2013-05-21 " ninnyhammer  well 3 is what stannistas say but the fact is he wants robb dead and the leech scene is likewise in the book my 1st mention of book this blog so perhaps some reappraisal of stannis is overdue "
"556" "pdmalcolm" 2013-05-21 " does this count as a spoiler "
"557" "sunnyone" 2013-05-21 " napalmfacewipes  oh yes me too i could sit there all day and just watch every ep back to back on the big screen i just wouldnt like to see a remake with new actors new scenes etc "
"558" "sunnyone" 2013-05-21 " mroneill  i loved bronns little encouraging grin to sansa as she walked up the aisle on joffreys arm "
"559" "Clariana" 2013-05-21 " dolledolf  i like how she stepped out of the bath holding his gaze all the while let missandai tie the robe around her and then requested his alliegence guy didnt have a chance the kaahlesi is certainly learning "
"560" "sunnyone" 2013-05-21 " bill mitchell  did anyone else think that the camera angles made tyrion look shorter than he really is at one point sansa was looming over him and looking down on him from a very great height as though he were only about two feet tall "
"561" "RedCat21" 2013-05-21 " bluedylan  yes valar morghulis means all men must die i think technically its high valyrian which is why everyone in essos speaks it dont think hes a face changer guy think hes just from braavos but who knows "
"562" "Drewv" 2013-05-21 " singist  judging by the lack of typos he is also the touch typist to rule them all "
"563" "RedCat21" 2013-05-21 " i have a real problem with loras i know im not the only one but seriously loras is not supposed to be olly from made in chelsea hes meant to be one of the fiercest warriors in westeros brave courageous fearless strong and ok also gay but not emogay in teh books his sexuality is barely discussed hes first and foremost a fierce talented warrior who also happens to be in gay in passing but in the tv series loras is one massive wet blanket he can barely string a sentence without looking like hes about to cry im surprised he hasnt started an emogoth band called the rains of my face in which he talks about how his face cries so much that he ended up drowning in itseriously sort it out "
"564" "Dougal" 2013-05-21 " chinofjim  agreed but i wish he didn’t look quite so much like james nesbitt post rugop whilst some got actors have taken over how i pictured the character from the books dinklage turner hill i don’t’ see dillane when i think of stannis same with tywin and charles dance even though that performance is superb – i think it’s down to how particularly stannis and tywin were physically described they’ve both got far too much hair in got… "
"565" "ID2683465" 2013-05-21 " dsk84  he is quite the swordsman sniggers "
"566" "Drewv" 2013-05-21 " bluedylan  tired of watching bran etc walking around a set of woods in northern ireland it does seem like they are walking in circles doesnt it "
"567" "RedCat21" 2013-05-21 " dcwash  i heard cerseis favourite brand of shampoo is oil of olaygriund but dont take my word for it "
"568" "Steve Cook" 2013-05-21 " deletethispost  considering writing to the hbo long term planning department thusly dear sirs in view of the 810 year window youre going to have whilst you nag mr martin to finish the last 3 books cos they always fail to hit the promised number of volumes might i suggest as you have shown that epic fantasy is hot right now you start work on stephen donaldsons chronicles of thomas covenantso the main character cant really call him a hero is a leper whos first act of consequence is to rape a young girl but after got you can get away with anything with the major benefit that in fall 2013 the final volume is being releasedgo on you know it makes sensei kind of doubt that will work but who knowsdefinately mentioned got so they cant kick this off the bog "
"569" "RedCat21" 2013-05-21 " karen barr  yeah thats pretty much what he was explaining to davos he didnt chose this stannis never asked to be the lord of lights chose one you can tell that stannis is not completely at ease with the blood magic or melisandre or this whole business with being the chosen one he agrees because it would rude not to but really you suspect hed rather be boar hunting with davos its the same with most got characters though none of them chose their life tyrion cersei jaime arya sansa theyre all prisoners in their own way of what fate decided for them or what tywin decided for them which in got is pretty much one and the same i guess "
"570" "duckypoos" 2013-05-21 " cersei if you ever call me sister again ill have you strangled in your sleep had me hooting with laughter xd sansa in the books got on my nerves and im afraid sophie turner hasnt really been doing it for me in the tv show until last night stellar performance with almost no dialogue incredible i could be wrong i read the books years ago but i think the dragon glass gets destroyed by killing the white walkers so you leave sam alone ok "
"571" "Dougal" 2013-05-21 " eleanroe  never mind smarmy legolas although i can see that too just imagine him painted blue with eyes that far apart naharis has got to be a refugee from avatar… "
"572" "Cariad007" 2013-05-21 " mzorin 20 may 2013 1050pm get ciffix for firefox i wouldve thought tywin lannister wouldve been a much more useful curse than the usurper balon greyjoy "
"573" "RedCat21" 2013-05-21 " to king stannis baratheonsecond of his nameruler of dragonstone dear stannis youll be pleased to see ive finally learnt how to write i did this totally on my own without any outside help while you kept me warm and snug in that lovely boutique room of yours in the basement time flies when youre locked in a cage did i say cage i meant suite anyway after what happened last night i thought this might be a good time to clear the air yes it was a little awkward walking in on your girlfriend while she was leeching some young guys cock not what i expected lol so yes i just wanted to let you know im cool with it and im still your bezza we all have our idiosyncrasies i suppose and as long as youre cool with your girlfriend leeching other peoples cocks than i guess so am i free love and all that right looking forward to supper tonight sincerelyyour bro in armsdavos "
"574" "johnnyG79" 2013-05-21 " ths was my favourite episode so far ive always thought the hound an interesting mix of brutality and compassion stannis and davis was almost as good asjamie and brienne in the bath and i used the pause button "
"575" "Dougal" 2013-05-21 " lobeydosser  even though i knew it was logistica and logically implausible i kepy halfexpecting boy to turn up with that horn during this scene "
"576" "Simon Hudd" 2013-05-21 " anonnyscouse  i refer you to kiera knightleys acting debut in 2001s the hole where somehow she was permitted to be seminude despite only being 15 at the time and which seems to have been conveniently whitewashed by hollywood "
"577" "afcone" 2013-05-21 " deletethispost  which did annoy me more than a little bit since it reminded me of every episode of macgyver ive ever seen in which mac defeats one bad guy and then runs off without the guys gunknowing there are more bad guys around to be fair ill forgive sky atlantic and our colonial cousins for the twoweek break in got if they fill the time next week with two episodes of macgyver back to back "
"578" "RedCat21" 2013-05-21 " i also loved the look on stannis and davoss face when they walked in on meslisandre "
"579" "RedCat21" 2013-05-21 " or as they say in the north cröööööööööw like jon snnööööööööööw "
"580" "5432Hun" 2013-05-21 " right morning all thanks for the blog as usual sarah 430odd comments already i cant keep up and have some crippling deadlines coming up so im only going to make this one comment then if anyone sees me btl again today you have my consent to kidnap and torture me theonstyle really enjoyed this episiode eps 6 and 7 had been a little flat especially after the glories of 4 and 5 this week wasnt perfect but still very good id been holding back on judging ed skein as dario until i saw him sorry to say not impressed hes a good looking guy and a decent actor but he looks like hes escaped from the video for duran durans wild boys funny enough i think much more interesting casting for dario would have been ramon tikaram himself at 46 hes still a good looking guy but has the weather beaten charm you expect of the character a potential casting missstep by the producers i think i also think darios betrayal of his comrades was very clumsily signalled as soon as ser barry didnt know his name you knew that he was going to be more significant than a lowly lieutenant would have been much better if theyd played it straight then the reveal would have had more shock value cersei was wonderful her put down of loras a fantastic tv addition the wooden cock exchange between tyrion joffrey and tywin very well done jack gleason just gets better and better as joffrey his demented glee at humiliating his uncle a pure joy odious little shit like sarah i really enjoyed the backandforth between samand gilly on names particularly the parallels between gillys brutal wildling father in the far north and sams brutal in a different way noble father in the south randell tarly is much more present in sams story so far in the books than he has been on tv it was good to see some of that character motivation explored it asks the question who is rescuing whom from their abusive father it did make me think about accents though i think john bradley is brilliant as sam one of the two or three best bits of casting so this is an interesting slightly nerdy observation not a criticism but the tarleys are tyrell bannerman from the reach by rights sam should talk like loras and margaery anyway good luck all "
"581" "Ninnyhammer" 2013-05-21 " moreisless  as much as i agree with thenorthremembers comment i cannot understand why stannis will want robb dead reasons that i feel are conflicting with stanniss character1 robb has never laid claim to the whole of the seven kingdoms only the north2 ned lost his head for demanding that the crown go to stannis and not joffrey robb rose to avenge his fathers death and get back his sisters3 stannis is known to be a just person and hence wouldnt act out of pure greed "
"582" "curiousindublin" 2013-05-21 " bluedylan  i suspect you are not wrong and it will blow our minds the two week break may even help prepare us for it "
"583" "sunnyone" 2013-05-21 " acertainbang  the leeches ive seen on tv movies etc have started off really small  like half an inch long maximum these were like super leeches westerosi stylevomiting into your blood now theres a thought "
"584" "sunnyone" 2013-05-21 " mikewood1000  they werent crows they were ravens "
"585" "sunnyone" 2013-05-21 " ginevrapotter  sorry but where did this kinslayer thing come from jaime lannister is known as the kingslayer which is a totally different kettle of fish if stannis and renly had come to battle and one of them had killed the other i suppose the winner might have been called kinslayer but i somehow doubt it anyway i dont believe weve heard the word yet "
"586" "RedCat21" 2013-05-21 " hodor  "
"587" "pdmalcolm" 2013-05-21 " thenorthremembers  i would also speculate that perhaps stannis would see spies assasinations and other such subterfuge as being dishonourable and not the right thing "
"588" "Ninnyhammer" 2013-05-21 " thenorthremembers  in another world where stannis has the ears for davos and also salladhor saan stannis would have heard about the khaleesi with the dragonscurse or bless that red priestess "
"589" "SirGideonSkiddMarkke" 2013-05-21 " meimei2046  so seeing a 17 year old actor nude is not only illegal but really really creepy while sending her to fight in afghanistan is both legal and morally acceptable at least under dod regulations hell if i didnt know the world was fucked up before i sure do now as an aside we seem to have had an awful lot of puritanical judgments on other posters in the last few weeks perhaps we could give it a rest and stick to the tv series eh "
"590" "Grace Burns" 2013-05-21 " thenorthremembers  my dad told me a similar one game of thrones is like twitter theres 140 characters and theres always something bad happening "
"591" "sunnyone" 2013-05-21 " jennifera30  thanks for that hadnt recognised him either the fall is bloody good isnt it its a toss up on monday night which i watch first that or got but i still record them both so i can watch again "
"592" "Ninnyhammer" 2013-05-21 " acertainbang  couldnt it be a case of daario biding his time to kill dany and also missandei in the middle of 8000 unsullied may be a fools errand he could easily do it once he gains the trust of the khaleesi herself "
"593" "eleanroe" 2013-05-21 " and again hes a coward by the macho martial standards of the rest of the show but in that scene he was being brave because of gilly and the baby what a heart "
"594" "Ninnyhammer" 2013-05-21 " greenseer  i believe that viewers are debating whether patrick okane jaqen hghar after the face change is ed skrein daario naharis rather than tom wlaschiha the first jaqen hghar "
"595" "eleanroe" 2013-05-21 " sinequanone  agree sams perfect i think hes my favourite bit of casting for the whole thing "
"596" "crimsontree" 2013-05-21 " sams the first person weve seen kill a white walker i think we should give him a break about the knife white walker 0 samwell 1 not too shabby for a fat coward "
"597" "eleanroe" 2013-05-21 " charliebronze  theyll have to bring mace in next season the loras thing did allow them to show how cerseis currency as a woman is linked to chilbearing as well as birth too old in a way that i think will become really important what little power she has had as a woman is waning "
"598" "Clariana" 2013-05-21 " elspeth25  enjoyed the glimpse cersei gave us of her childhood watching the raynes bodies slowly decompose on the battlements of casterley rock "
"599" "Clariana" 2013-05-21 " acertainbang  it is difficult sometimes and yes i have been rightly criticised above its just that occasionally nonreaders ask some bloody good questions and make very accurate observations so its difficult to contain oneself "
"600" "Clariana" 2013-05-21 " dracarys  indeed melisandre herself was aghast that thoros could actually perform so if she knows all about the red god how come she could be surprised frankly i think it boils down to the individual it is people who have magic and religion is simply a catalyst "
"601" "Clariana" 2013-05-21 " zombiedeadhead  well threatening to cut joffs cock off wasnt very nice even though joff deserved it "
"602" "dracarys" 2013-05-21 " escoppycoppy  yes exactly theres no doubting the existence of the supernatural happenings such as lord berics resurrections but theres no telling whether they are happening for the reasons melissandre etc would have everyone believe "
"603" "dracarys" 2013-05-21 " anonnyscouse  well its not the concept of the seduction i really have a problem with she could have lulled him into a false sense of security without going so far i guess i just view it as gratuitous because its been invented by the show just like theons nude torture last week also interesting to note yet another example of the female character taking off all her clothes and the man remaining fully or partial clothed poor gendry had his trousers and boots still on "
"604" "Elspeth25" 2013-05-21 " very enjoyable that the lannister wedding from hell which as a book reader i was dreading because if anything its even more depressing esp in respect of tyrion and sansa but here it was awful but also pretty funny cersei  margaery spitting niceties and threats through bared teeth  a neat little explanation of the rains of castermere thrown in cersei really is shaping up to be the worlds worst mother in law isnt she peter dinklage does pissed very well although i had thought there was a bit of playing to the room going on but no he truly was that drunk although sober enough to realise that threatening joffrey probably isnt the wisest action lovely to see the look of incredulity on joffreys face though one more thing does anyone else think that tywin would be a glorious drunk he was wasted prowling around being stern he should have been leading rousing choruses of the rains and reminding everyone that he was the kings grandfather no just me then also liked the stannis davos melisandre scenes poor stannis but more importantly poor gendry although i am a paid up member of the gendrys abs satisfaction party aka gasp so found it hard to concentrate on being too sorry for him however as people have already said here the boy is going to have big trust issues going forward if thats what happens to him when a beautiful woman seduces him then brings out the leeches liked the dany scenes too but my mother always told me never to trust a man with better hair than me dany s definitely enjoying the power though isnt she lastly great steps forward in my house as mr elspeth has decreed that this is a show he would like to watch with me as opposed to popping in and out of the room and asking who people are hes still doing that but now hes invested mwuh ha ha having said that the expression on his face during the leech scene was something to behold "
"605" "NapalmFaceWipes" 2013-05-21 " sunnyone  id happily pay watch the series in the cinema though especially as it comes out "
"606" "ACertainBang" 2013-05-21 " singist  thanks for the directions have been meaning to get a got map for a while "
"607" "ACertainBang" 2013-05-21 " hellcat  i think the mind games are also being directed at us albeit more subtley than unlucky theon season 1 sexposition and titilation were rife laid out like a feast then we gradually progressed to shadow babies and jofferys abuse of his naming day gift then recently right through to poor old theon ros and gendry thatll teach us for getting cheap thrills touche game of thrones touche "
"608" "singist" 2013-05-21 " acertainbang  arya and the hound i was so relieved this took a good turn i want the hound to be my boyfriend "
"609" "Cosmonaut" 2013-05-21 " acertainbang  its highly likely he bedded a warrior queen from leeds  they arent short of fighty women httpwwwthedailymashcouksportsportheadlinesadamsnoweighthhardestwomaninleeds2012081037811 "
"610" "singist" 2013-05-21 " acertainbang  take the right turn on the second roundabout on harrenhals ringroad stay on the a497 until you pass the riverrun junction and then take the left fork and straight up kings road to leeds "
"611" "Cosmonaut" 2013-05-21 " acertainbang  davos  the only smug book reader we can like "
"612" "singist" 2013-05-21 " emannyc2002  sigh this really does go without saying but piss on that "
"613" "Ninnyhammer" 2013-05-21 " acertainbang  i am pretty sure it was lys but your comment makes me wonder if the kings landing is actually london and the free cities are indeed other cities in englandgreat britain this idea definitely needs more fleshing out "
"614" "InterestingTimesGang" 2013-05-21 " moretears  im no mathematician but wasnt gendry also half naked this week as well "
"615" "TheNorthRemembers" 2013-05-21 " zombiedeadhead  stop being nice tyrion youre a lannister ffs  also we think of joffrey as a next generation lannister but it seemed odd to hear joffrey referring to himself as a lannister when he talks with sansa his whole claim to the throne and being father of the realm surely depends on him being a baratheon he is supposed to be blissfully ignorant that both his parents are lannisters alternatively he may actually believe the ugly rumours "
"616" "hellcat" 2013-05-21 " acertainbang  its lys i would give much for it be leeds though "
"617" "hellcat" 2013-05-21 " phew liked this one so very much better than last weeks the kings landing stuff as usual sublime horrible agonising pleaseenditnow sublime hey show this is how you do a torture scene everyone has entirely deservedly praised dinklage turner and gleeson so i wont bother cersei cersei cersei you are just incapable of hiding your teeth arent you and my dear i know that you can make anybodys life seven living hells but once in highgarden youll be reckoning with grandma peel loras will be off diddling squires and olenna will be sharpening her tongue on you think a minute and put down that goblet of wine that never seems to leave your side nowadays also a word of praise for carice van houten as the steely fanatic melisandre ive sacrificed many lambs and none of them saw the blade gendry my sweet i know shes hot and i know its already too late but run hello joe dempsies abs its been a while im a little sad that i can seldom properly enjoy them as i would wish on the first occasion i was queasy about the female gaze leer that the camera was bestowing you on aryas behalf shes eight and this time well "
"618" "jennifera30" 2013-05-21 " clariana  not just for girls viserys was obsessed who can forget his sexy dragon bath tyrion is a bit of dragon fan boy as well isnt he "
"619" "jennifera30" 2013-05-21 " sunnyone  also michael mcelhatton who plays roose bolton has been in both episodes so far they both seem to be involved with the subplot about the shooting rather than the serial killing but im sure it will probably all mesh up at some point i love seeing people from gots in other things stephen dillane was in a c4 political drama last year and i think he was probably the best thing about it "
"620" "TheNorthRemembers" 2013-05-21 " gollardofarabia  in the books the dagger shatters after he stabs the walkerrendering it unusable again in the book sam just pulls out the knife and stands there so the tv series version is a dynamic improvement i also liked the way that sam and gilly then fled into the night chased by a murder of crows "
"621" "TheNorthRemembers" 2013-05-21 " acertainbang  did i hear right that the objectionable mero said he once bedded a warrior queen or something from leeds meereen maybe "
"622" "Ninnyhammer" 2013-05-21 " thenorthremembers  imagine twitter deleting words from the beginning before youve even completed the tweet "
"623" "zombiedeadhead" 2013-05-21 " euryleia  as soon as we saw his self satisfied face i knew dario was gonna be a pain in the arse dany hes not right for you "
"624" "zombiedeadhead" 2013-05-21 " mroneill  hes getting to be too much of a softy tbh im starting to find him boring stop being nice tyrion youre a lannister ffs "
"625" "ACertainBang" 2013-05-21 " and did i hear right that the objectionable mero said he once bedded a warrior queen or something from leeds i expect to see leeds on the intro credits map next week if this is the case royal armouries corn exchange and all "
"626" "dsk84" 2013-05-21 " i might have actually dreamt i was himnbsp got a head of security role in my dream even though ive never worked security in my life the character in the book was meant to look very dangerous that hairstyle makes him look more sleazy than dangerous though at least he does come across as someone you dont want to mess with loras however for someone who is meant to be one of the finest swordsmen around completely looks like a lost puppy "
"627" "ACertainBang" 2013-05-21 " another storming episode brilliant gendrys stand by me moment dont think hes out of the woods yet the incredible way that even before either acknowledged it you could tell that stannis wanted davos back as his jiminy cricket i really rate davos he has the best attitude ive been in worse and i guess now he is a smug book reader too and i love cersei being cold as ice its what she does best i dont think shes necessarily revealed her hand too early either both the tyrells and the lannisters know the other is plotting against them cersei is just the first to say it openly she has let margeary get to her but she rattled margeary back this time arya and the hound i was so relieved this took a good turn what a perfect match both living by their own code both agents of death i wouldnt be surprised if she warmed to him and they somehow continued their adventures together shes had some bad ass role models syrio yoren jaqen and could learn a lot from an old salt like the hound finally we got to know what stannis saw in the flames at the end of last season some ancient snowy battle the show has been great at referring back to things like this and it felt like there was a lot of foreshadowing going on in this episode too "
"628" "Ninnyhammer" 2013-05-21 " mroneill  it may seem stupid to suggest that much of the nudity in got can be completely avoided to make it family friendly but the producers are using every ploy to push up the numbers scenes where the female nudity was of no value at all in this episode melisandre could have easily tied down gendry while making out but we had to watch her get naked the whore at the camp of the second sons there are better ways of drawing the straw dany bath and daarios oath of allegience no reason at all and while you mention robb and talisa the whole scene could have been excluded and it wouldnt have hurt the story so i would think that if there would be a way to balance male and female nudity it should be by reducing the female nudity and not by increasing the male nudity not to mention i havent seen male nudity in any series that has been picturized tastefully hence as a male viewer any such addition would probably make me skip scenes like a few torture scenes and just to add i am trying not to sound prudish here "
"629" "mgarand2k13" 2013-05-21 " ravens not crows crows are much smaller "
"630" "Mary Sumner Shepherd" 2013-05-21 " the ravens are still peeved from the little failure on the fist of the first men they were all screaming you had one job tarly then he killed the white walker and ran and the ravens were flying after him screaming dont forget the knife dummy "
"631" "frangipani0" 2013-05-21 " seeknsanity  no his face didnt look like dario he was older with black hair and hooked nose olive skinnothing at all like second son ken "
"632" "GollardofArabia" 2013-05-21 " frangipani0  to be fair to sam in the books the dagger shatters after he stabs the walkerrendering it unusable again "
"633" "frangipani0" 2013-05-21 " ciwstudent  i was hoping hed at least keep the gold tooth "
"634" "frangipani0" 2013-05-21 " thenorthremembers  i agreesansas gown was beautiful one thing it seems to me that the queen of thorns only has that one blue wimplehat thing i would think she could afford to have them in several colors "
"635" "frangipani0" 2013-05-21 " sunnyone  i agreemaro was much more attractiveeven with his potty mouth "
"636" "frangipani0" 2013-05-21 " ilford2ndxi  i didnt call the lovely and gentle sam lard arse but i did yell dont forget the knife "
"637" "DCWash" 2013-05-21 " singist  not obviously if not a word then should be a word "
"638" "Ilford2ndXI" 2013-05-21 " anyone else screaming pick the goddamn dagger up lard arse at the end "
"639" "ACertainBang" 2013-05-21 " i would just like to say that the book readers on this blog are doing a great job keeping schtum as well as giving us noobs background info  prompts when we ask silly questions so thanks not sure i could contain myself as well especially so close to the end of the season and an e01  e08 review blog promised next week to tide us over til the bombshell 9th episode spoilt the good way "
"640" "escoppycoppy" 2013-05-21 " emannyc2002  couldnt disagree more really except for this episode being better than the last one which is certainly was but i think the show would probably be better if it was nothing but intrigue and politicking at kings landing the walkers dont really do much for me plenty of tv shows and movies have zombies but only got features cersei getting malevolently drunk and tywin glowering at people "
